"user_id","age","num_clicks","num_sessions","avg_session_duration","gender","marital_status","has_children","home_country","home_city","num_trips","num_flights","total_money_spent_hotel","avg_distance_flown","customer_segmentation","perk_per_group"
"476081","57","161","9","134.33","F","Married","Yes","usa","el paso","5","6","1288","1383.15","Family Travelers","Exlcusive Discount"
"476104","50","204","10","151.70","F","Non_Married","Yes","usa","san jose","7","12","6318","2509.51","Frequent Traveler","No Cancellation Fee"
"476124","35","129","9","107.00","F","Non_Married","No","canada","edmonton","4","8","1674","2383.15","Frequent Traveler","No Cancellation Fee"
"476270","51","146","10","109.70","M","Non_Married","No","canada","edmonton","4","6","2148.00","1925.05","Regular Travelers","Free hotel Meal"
"476270","51","146","10","109.70","M","Non_Married","No","canada","edmonton","4","6","2148.00","1925.05","Regular Travelers","Regular Traveler"
"476270","51","146","10","109.70","M","Non_Married","No","canada","edmonton","4","6","2148.00","1925.05","Solo","Free hotel Meal"
"476270","51","146","10","109.70","M","Non_Married","No","canada","edmonton","4","6","2148.00","1925.05","Solo","Regular Traveler"
"476393","52","179","9","148.33","F","Married","No","canada","calgary","3","6","2039.4","2671.91","Couple Travelers","One Night Free Hotel with Flight"
"476436","42","250","10","185.70","F","Married","Yes","usa","dallas","5","10","1995","1804.93","Frequent Traveler","No Cancellation Fee"
"476535","49","167","10","123.70","F","Non_Married","Yes","canada","vancouver","5","9","1549.05","2251.65","Frequent Traveler","No Cancellation Fee"
"476665","39","181","10","134.50","F","Married","No","usa","detroit","8","14","6173","1703.53","Frequent Traveler","No Cancellation Fee"
"476693","37","178","9","147.33","F","Non_Married","No","usa","los angeles","5","10","787","2968.41","Frequent Traveler","No Cancellation Fee"
"476714","45","253","9","210.11","F","Non_Married","No","usa","columbus","4","8","3054.6","1610.16","Frequent Traveler","No Cancellation Fee"
"476742","49","111","9","92.33","M","Non_Married","Yes","usa","orlando","3","4","2507.50","1480.93","Family Travelers","Exlcusive Discount"
"476956","28","126","10","93.70","F","Non_Married","No","canada","montreal","3","4","984","2827.16","Business Traveler","Free Checking Bag"
"477285","52","111","9","91.56","F","Married","No","usa","akron","3","4","1081.10","1921.75","Couple Travelers","One Night Free Hotel with Flight"
"477316","39","210","9","173.44","F","Non_Married","No","usa","new york","5","8","1565","3175.70","Frequent Traveler","No Cancellation Fee"
"477597","48","157","10","118.10","F","Married","Yes","usa","san diego","3","6","1389","2879.48","Family Travelers","Exlcusive Discount"
"477730","46","220","10","163.40","F","Non_Married","No","usa","san diego","5","10","5233.50","3340.31","Frequent Traveler","No Cancellation Fee"
"478003","54","147","11","99.18","M","Married","No","usa","cleveland","4","8","2508.50","2434.14","Frequent Traveler","No Cancellation Fee"
"478146","49","343","9","919.00","F","Married","No","usa","dallas","3","4","357.00","2041.33","Group Travelers","One Night Free Hotel with Flight"
"478188","30","104","9","86.56","M","Non_Married","No","usa","denver","4","6","1051","1915.03","Regular Travelers","Free hotel Meal"
"478188","30","104","9","86.56","M","Non_Married","No","usa","denver","4","6","1051","1915.03","Regular Travelers","Regular Traveler"
"478188","30","104","9","86.56","M","Non_Married","No","usa","denver","4","6","1051","1915.03","Solo","Free hotel Meal"
"478188","30","104","9","86.56","M","Non_Married","No","usa","denver","4","6","1051","1915.03","Solo","Regular Traveler"
"478228","27","110","9","90.44","M","Married","No","canada","halifax","3","4","3679.8","927.02","Group Travelers","One Night Free Hotel with Flight"
"478291","47","157","9","129.33","F","Married","Yes","usa","new york","3","6","284","2558.65","Family Travelers","Exlcusive Discount"
"478533","48","175","9","144.78","F","Married","No","usa","phoenix","2","2","5649","2798.61","Couple Travelers","One Night Free Hotel with Flight"
"478585","47","154","9","128.56","F","Non_Married","No","usa","los angeles","6","10","2667","3204.89","Frequent Traveler","No Cancellation Fee"
"478760","21","504","10","955.41","F","Non_Married","No","usa","new york","4","4","2000","9481.23","Group Travelers","One Night Free Hotel with Flight"
"478801","50","180","11","121.09","F","Married","No","usa","wichita","4","6","1041","1761.41","Couple Travelers","One Night Free Hotel with Flight"
"478834","41","116","9","95.33","M","Non_Married","Yes","usa","st. petersburg","1","2","450","1360.44","Family Travelers","Exlcusive Discount"
"479071","37","175","10","129.90","F","Non_Married","No","usa","baltimore","6","9","1956","2174.86","Frequent Traveler","No Cancellation Fee"
"479078","18","72","9","60.78","M","Non_Married","No","usa","san francisco","1","2","870","4293.28","Regular Travelers","Free hotel Meal"
"479078","18","72","9","60.78","M","Non_Married","No","usa","san francisco","1","2","870","4293.28","Regular Travelers","Regular Traveler"
"479078","18","72","9","60.78","M","Non_Married","No","usa","san francisco","1","2","870","4293.28","Solo","Free hotel Meal"
"479078","18","72","9","60.78","M","Non_Married","No","usa","san francisco","1","2","870","4293.28","Solo","Regular Traveler"
"479101","36","211","9","174.11","F","Non_Married","Yes","canada","toronto","2","4","289.85","695.67","Family Travelers","Exlcusive Discount"
"479254","44","164","10","122.90","F","Married","No","canada","montreal","4","8","1413.0","1685.84","Frequent Traveler","No Cancellation Fee"
"479524","33","273","10","800.10","F","Non_Married","No","usa","honolulu","2","4","990.00","15628.09","Group Travelers","One Night Free Hotel with Flight"
"480313","48","431","10","891.20","F","Married","No","usa","los angeles","4","8","774","1794.09","Frequent Traveler","No Cancellation Fee"
"480331","41","137","9","113.78","F","Married","No","usa","phoenix","4","7","2510","2124.05","Couple Travelers","One Night Free Hotel with Flight"
"480690","47","206","10","153.10","F","Non_Married","No","usa","louisville","6","12","2653.30","1529.89","Frequent Traveler","No Cancellation Fee"
"480796","41","110","9","92.33","F","Non_Married","Yes","usa","anchorage","4","6","2481","4109.55","Family Travelers","Exlcusive Discount"
"480877","48","135","9","111.33","F","Married","No","usa","columbus","5","10","1595.00","1314.51","Frequent Traveler","No Cancellation Fee"
"480895","42","425","9","986.22","F","Non_Married","No","usa","san antonio","4","8","2218","2616.80","Frequent Traveler","No Cancellation Fee"
"481050","47","199","9","164.89","F","Married","Yes","usa","houston","3","4","1296","2041.93","Family Travelers","Exlcusive Discount"
"481245","47","133","11","89.45","F","Non_Married","No","usa","new york","3","6","1310","1728.20","Regular Travelers","Free hotel Meal"
"481245","47","133","11","89.45","F","Non_Married","No","usa","new york","3","6","1310","1728.20","Regular Travelers","Regular Traveler"
"481245","47","133","11","89.45","F","Non_Married","No","usa","new york","3","6","1310","1728.20","Solo","Free hotel Meal"
"481245","47","133","11","89.45","F","Non_Married","No","usa","new york","3","6","1310","1728.20","Solo","Regular Traveler"
"481292","33","171","10","128.40","F","Non_Married","No","usa","san jose","5","10","418","2561.14","Frequent Traveler","No Cancellation Fee"
"481358","18","95","9","78.11","F","Non_Married","No","usa","dallas","2","2","196","47.74","Regular Travelers","Free hotel Meal"
"481358","18","95","9","78.11","F","Non_Married","No","usa","dallas","2","2","196","47.74","Regular Travelers","Regular Traveler"
"481358","18","95","9","78.11","F","Non_Married","No","usa","dallas","2","2","196","47.74","Solo","Free hotel Meal"
"481358","18","95","9","78.11","F","Non_Married","No","usa","dallas","2","2","196","47.74","Solo","Regular Traveler"
"481554","47","153","10","114.20","F","Married","No","usa","anchorage","6","12","4041.0","4111.16","Frequent Traveler","No Cancellation Fee"
"481622","42","154","9","128.56","F","Married","No","canada","london","5","9","4969.8","1734.69","Frequent Traveler","No Cancellation Fee"
"481772","34","168","9","138.22","F","Non_Married","No","usa","oakland","4","2","10452","537.62","Regular Travelers","Free hotel Meal"
"481772","34","168","9","138.22","F","Non_Married","No","usa","oakland","4","2","10452","537.62","Regular Travelers","Regular Traveler"
"481772","34","168","9","138.22","F","Non_Married","No","usa","oakland","4","2","10452","537.62","Solo","Free hotel Meal"
"481772","34","168","9","138.22","F","Non_Married","No","usa","oakland","4","2","10452","537.62","Solo","Regular Traveler"
"482264","43","156","9","128.11","F","Married","Yes","usa","wichita","5","8","3000.8","1438.24","Frequent Traveler","No Cancellation Fee"
"482424","40","187","10","141.60","F","Non_Married","No","usa","portland","5","8","2356","2173.36","Frequent Traveler","No Cancellation Fee"
"482548","29","142","9","175.11","F","Non_Married","Yes","usa","houston","4","8","1608","6035.37","Frequent Traveler","No Cancellation Fee"
"482602","45","214","9","176.44","F","Non_Married","No","usa","chicago","5","10","598","955.89","Frequent Traveler","No Cancellation Fee"
"482621","48","122","9","99.89","F","Married","Yes","usa","new york","3","4","2640","2792.02","Group Travelers","One Night Free Hotel with Flight"
"482630","31","207","9","171.22","F","Non_Married","No","canada","toronto","3","6","690","1352.62","Business Traveler","Free Checking Bag"
"482744","39","173","10","128.70","F","Non_Married","No","usa","new york","5","8","1524.3","1851.15","Frequent Traveler","No Cancellation Fee"
"483224","47","187","9","156.22","F","Non_Married","No","usa","chicago","4","6","1195","1737.55","Regular Travelers","Free hotel Meal"
"483224","47","187","9","156.22","F","Non_Married","No","usa","chicago","4","6","1195","1737.55","Regular Travelers","Regular Traveler"
"483224","47","187","9","156.22","F","Non_Married","No","usa","chicago","4","6","1195","1737.55","Solo","Free hotel Meal"
"483224","47","187","9","156.22","F","Non_Married","No","usa","chicago","4","6","1195","1737.55","Solo","Regular Traveler"
"483237","37","158","9","130.22","F","Married","No","usa","dallas","5","10","4694.00","1616.55","Frequent Traveler","No Cancellation Fee"
"483345","45","175","9","145.33","F","Married","Yes","usa","new york","6","12","2615","1947.16","Frequent Traveler","No Cancellation Fee"
"483480","39","150","9","125.11","M","Married","Yes","canada","toronto","6","7","2449.60","1398.45","Family Travelers","Exlcusive Discount"
"483483","46","149","11","101.45","F","Married","Yes","canada","hamilton","2","4","387","753.10","Family Travelers","Exlcusive Discount"
"483525","46","194","9","162.33","F","Married","Yes","canada","edmonton","2","4","2052","2293.00","Group Travelers","One Night Free Hotel with Flight"
"483603","39","166","10","124.50","F","Non_Married","No","usa","new york","5","10","1257","1532.70","Frequent Traveler","No Cancellation Fee"
"483928","42","207","9","171.44","F","Non_Married","No","usa","new york","6","12","2263","1803.60","Frequent Traveler","No Cancellation Fee"
"483982","18","129","9","107.11","F","Non_Married","No","usa","oklahoma city","3","6","1369","1710.74","Regular Travelers","Free hotel Meal"
"483982","18","129","9","107.11","F","Non_Married","No","usa","oklahoma city","3","6","1369","1710.74","Regular Travelers","Regular Traveler"
"483982","18","129","9","107.11","F","Non_Married","No","usa","oklahoma city","3","6","1369","1710.74","Solo","Free hotel Meal"
"483982","18","129","9","107.11","F","Non_Married","No","usa","oklahoma city","3","6","1369","1710.74","Solo","Regular Traveler"
"484249","43","122","9","101.11","F","Married","No","usa","minneapolis","4","8","10205.20","1926.56","Frequent Traveler","No Cancellation Fee"
"484418","37","156","10","115.60","F","Married","No","usa","new york","3","6","1057","2224.62","Couple Travelers","One Night Free Hotel with Flight"
"484987","57","174","10","129.80","F","Non_Married","No","canada","montreal","4","7","1937","1552.85","Group Travelers","One Night Free Hotel with Flight"
"485149","42","140","10","105.00","F","Non_Married","No","usa","fayetteville","4","6","1327","1479.54","Regular Travelers","Free hotel Meal"
"485149","42","140","10","105.00","F","Non_Married","No","usa","fayetteville","4","6","1327","1479.54","Regular Travelers","Regular Traveler"
"485149","42","140","10","105.00","F","Non_Married","No","usa","fayetteville","4","6","1327","1479.54","Solo","Free hotel Meal"
"485149","42","140","10","105.00","F","Non_Married","No","usa","fayetteville","4","6","1327","1479.54","Solo","Regular Traveler"
"485260","50","155","9","128.11","F","Married","Yes","usa","chicago","3","6","2025.6","1667.35","Family Travelers","Exlcusive Discount"
"485393","27","285","10","783.30","F","Non_Married","No","usa","new york","1","2","3078.00","9191.28","Regular Travelers","Free hotel Meal"
"485393","27","285","10","783.30","F","Non_Married","No","usa","new york","1","2","3078.00","9191.28","Regular Travelers","Regular Traveler"
"485393","27","285","10","783.30","F","Non_Married","No","usa","new york","1","2","3078.00","9191.28","Solo","Free hotel Meal"
"485393","27","285","10","783.30","F","Non_Married","No","usa","new york","1","2","3078.00","9191.28","Solo","Regular Traveler"
"485505","28","113","10","84.50","F","Non_Married","No","usa","phoenix","2","3","1110","922.27","Group Travelers","One Night Free Hotel with Flight"
"485544","41","214","9","178.33","F","Married","No","usa","las vegas","9","18","6967.20","2815.43","Frequent Traveler","No Cancellation Fee"
"485591","49","128","9","105.44","F","Married","No","usa","colorado springs","5","8","3991.70","2088.75","Frequent Traveler","No Cancellation Fee"
"485658","32","610","9","1137.44","F","Non_Married","No","usa","los angeles","4","8","439","2679.84","Frequent Traveler","No Cancellation Fee"
"485780","40","181","9","148.89","F","Non_Married","Yes","usa","el paso","4","5","6975.4","2107.42","Family Travelers","Exlcusive Discount"
"485785","31","111","9","92.56","F","Non_Married","No","usa","anchorage","3","4","1256","4022.07","Regular Travelers","Free hotel Meal"
"485785","31","111","9","92.56","F","Non_Married","No","usa","anchorage","3","4","1256","4022.07","Regular Travelers","Regular Traveler"
"485785","31","111","9","92.56","F","Non_Married","No","usa","anchorage","3","4","1256","4022.07","Solo","Free hotel Meal"
"485785","31","111","9","92.56","F","Non_Married","No","usa","anchorage","3","4","1256","4022.07","Solo","Regular Traveler"
"485891","33","326","9","678.49","F","Non_Married","Yes","usa","knoxville","3","4","9992.4","2283.96","Family Travelers","Exlcusive Discount"
"485894","43","138","10","102.70","F","Non_Married","Yes","canada","toronto","4","6","6954","2282.83","Group Travelers","One Night Free Hotel with Flight"
"486113","49","172","10","127.90","F","Married","No","canada","halifax","2","4","286","2348.23","Couple Travelers","One Night Free Hotel with Flight"
"486261","38","93","9","76.89","F","Non_Married","No","usa","kansas city","3","4","702","2097.30","Group Travelers","One Night Free Hotel with Flight"
"486270","28","159","9","131.67","F","Non_Married","No","canada","victoria","4","6","2269","3088.01","Regular Travelers","Free hotel Meal"
"486270","28","159","9","131.67","F","Non_Married","No","canada","victoria","4","6","2269","3088.01","Regular Travelers","Regular Traveler"
"486270","28","159","9","131.67","F","Non_Married","No","canada","victoria","4","6","2269","3088.01","Solo","Free hotel Meal"
"486270","28","159","9","131.67","F","Non_Married","No","canada","victoria","4","6","2269","3088.01","Solo","Regular Traveler"
"486366","48","132","9","108.89","F","Married","No","usa","miami","4","4","5696","4079.61","Couple Travelers","One Night Free Hotel with Flight"
"486454","46","121","9","100.78","M","Married","Yes","usa","new york","3","6","411","1690.32","Family Travelers","Exlcusive Discount"
"486605","30","159","10","117.50","F","Non_Married","No","usa","new york","2","3","716","2186.74","Regular Travelers","Free hotel Meal"
"486605","30","159","10","117.50","F","Non_Married","No","usa","new york","2","3","716","2186.74","Regular Travelers","Regular Traveler"
"486605","30","159","10","117.50","F","Non_Married","No","usa","new york","2","3","716","2186.74","Solo","Free hotel Meal"
"486605","30","159","10","117.50","F","Non_Married","No","usa","new york","2","3","716","2186.74","Solo","Regular Traveler"
"486671","55","211","10","157.40","F","Married","Yes","usa","louisville","5","10","3100","1734.44","Frequent Traveler","No Cancellation Fee"
"486751","50","434","11","812.55","F","Married","No","usa","los angeles","5","10","4670.6","3164.80","Frequent Traveler","No Cancellation Fee"
"486823","26","188","10","139.90","F","Non_Married","No","usa","sacramento","4","8","1896.5","3029.66","Frequent Traveler","No Cancellation Fee"
"487002","20","107","10","79.60","F","Non_Married","No","usa","wichita","1","2","714","906.04","Regular Travelers","Free hotel Meal"
"487002","20","107","10","79.60","F","Non_Married","No","usa","wichita","1","2","714","906.04","Regular Travelers","Regular Traveler"
"487002","20","107","10","79.60","F","Non_Married","No","usa","wichita","1","2","714","906.04","Solo","Free hotel Meal"
"487002","20","107","10","79.60","F","Non_Married","No","usa","wichita","1","2","714","906.04","Solo","Regular Traveler"
"487036","41","127","10","95.90","F","Married","Yes","canada","calgary","1","2","0","1643.11","Family Travelers","Exlcusive Discount"
"487040","37","202","9","168.11","F","Non_Married","Yes","usa","phoenix","4","8","1963","1932.84","Frequent Traveler","No Cancellation Fee"
"487101","40","161","9","134.44","F","Married","No","canada","ottawa","5","8","2252.20","2616.04","Frequent Traveler","No Cancellation Fee"
"487276","65","181","9","149.67","F","Married","No","usa","los angeles","5","8","3894","2430.15","Frequent Traveler","No Cancellation Fee"
"487352","18","87","9","73.00","F","Non_Married","Yes","usa","phoenix","2","1","995.40","3636.75","Family Travelers","Exlcusive Discount"
"487453","43","529","9","1072.11","F","Non_Married","No","usa","houston","7","13","5692.50","1906.16","Frequent Traveler","No Cancellation Fee"
"487637","52","109","9","90.11","M","Non_Married","Yes","usa","austin","3","3","714.8","2565.75","Family Travelers","Exlcusive Discount"
"487680","50","251","11","227.20","F","Married","Yes","canada","montreal","4","8","1767.0000000000000000","2818.82","Frequent Traveler","No Cancellation Fee"
"487715","49","394","9","958.79","F","Married","No","usa","seattle","6","12","1105.30","2908.23","Frequent Traveler","No Cancellation Fee"
"487858","42","136","9","113.22","F","Married","No","usa","fresno","4","6","1638","2119.25","Couple Travelers","One Night Free Hotel with Flight"
"487954","42","430","11","810.00","M","Non_Married","No","canada","edmonton","5","8","5332","2655.94","Frequent Traveler","No Cancellation Fee"
"488009","47","110","10","80.90","F","Non_Married","No","usa","baltimore","2","3","464","540.07","Regular Travelers","Free hotel Meal"
"488009","47","110","10","80.90","F","Non_Married","No","usa","baltimore","2","3","464","540.07","Regular Travelers","Regular Traveler"
"488009","47","110","10","80.90","F","Non_Married","No","usa","baltimore","2","3","464","540.07","Solo","Free hotel Meal"
"488009","47","110","10","80.90","F","Non_Married","No","usa","baltimore","2","3","464","540.07","Solo","Regular Traveler"
"488314","57","436","9","994.78","F","Married","No","usa","los angeles","5","10","1715.50","3077.79","Frequent Traveler","No Cancellation Fee"
"488410","52","138","9","113.44","F","Married","Yes","usa","new york","3","6","498","1081.18","Family Travelers","Exlcusive Discount"
"488430","17","263","9","851.89","F","Non_Married","No","usa","austin","2","4","1944.0","11189.18","Regular Travelers","Free hotel Meal"
"488430","17","263","9","851.89","F","Non_Married","No","usa","austin","2","4","1944.0","11189.18","Regular Travelers","Regular Traveler"
"488430","17","263","9","851.89","F","Non_Married","No","usa","austin","2","4","1944.0","11189.18","Solo","Free hotel Meal"
"488430","17","263","9","851.89","F","Non_Married","No","usa","austin","2","4","1944.0","11189.18","Solo","Regular Traveler"
"488462","45","184","9","152.11","F","Married","No","canada","toronto","6","9","1766.60","1687.68","Frequent Traveler","No Cancellation Fee"
"488480","42","205","9","405.68","M","Married","No","canada","victoria","4","5","1188","3225.02","Group Travelers","One Night Free Hotel with Flight"
"488511","45","189","9","154.22","F","Married","No","canada","montreal","4","6","6370","1677.57","Couple Travelers","One Night Free Hotel with Flight"
"488529","48","131","10","97.30","F","Married","Yes","usa","houston","3","6","1911.60","2294.60","Group Travelers","One Night Free Hotel with Flight"
"488672","50","170","9","139.44","F","Married","No","usa","chicago","5","8","3245.50","1578.77","Frequent Traveler","No Cancellation Fee"
"488827","37","188","9","154.67","F","Non_Married","No","usa","san antonio","7","14","4188.60","1287.03","Frequent Traveler","No Cancellation Fee"
"488865","36","130","10","95.90","F","Non_Married","No","canada","hamilton","4","8","2968","1563.57","Frequent Traveler","No Cancellation Fee"
"488870","58","471","10","921.50","F","Married","Yes","usa","new york","4","6","4220","2732.04","Family Travelers","Exlcusive Discount"
"488918","48","189","9","157.00","F","Non_Married","No","usa","san diego","7","14","3751.40","1940.20","Frequent Traveler","No Cancellation Fee"
"488974","55","154","9","128.22","F","Non_Married","No","usa","newark","4","6","264","2075.04","Regular Travelers","Free hotel Meal"
"488974","55","154","9","128.22","F","Non_Married","No","usa","newark","4","6","264","2075.04","Regular Travelers","Regular Traveler"
"488974","55","154","9","128.22","F","Non_Married","No","usa","newark","4","6","264","2075.04","Solo","Free hotel Meal"
"488974","55","154","9","128.22","F","Non_Married","No","usa","newark","4","6","264","2075.04","Solo","Regular Traveler"
"489096","39","159","10","119.10","F","Non_Married","No","usa","los angeles","5","10","1237","2903.98","Frequent Traveler","No Cancellation Fee"
"489575","45","183","10","136.80","F","Married","Yes","canada","hamilton","5","10","1335","1255.36","Frequent Traveler","No Cancellation Fee"
"489635","49","217","9","179.00","M","Non_Married","No","usa","fresno","5","10","1316","3530.47","Frequent Traveler","No Cancellation Fee"
"489730","43","146","9","122.22","F","Non_Married","No","usa","el paso","5","10","2027.35","2391.35","Frequent Traveler","No Cancellation Fee"
"489785","38","144","10","105.90","F","Married","Yes","usa","atlanta","3","5","1894.4","1069.79","Group Travelers","One Night Free Hotel with Flight"
"489802","40","120","10","89.00","F","Married","No","usa","detroit","2","4","774","1811.61","Couple Travelers","One Night Free Hotel with Flight"
"489844","49","105","9","87.11","F","Married","Yes","canada","toronto","4","6","1578.85","2145.80","Family Travelers","Exlcusive Discount"
"489852","50","149","9","123.56","F","Married","No","usa","santa ana","3","4","4391","978.97","Group Travelers","One Night Free Hotel with Flight"
"489949","48","308","9","889.33","F","Non_Married","Yes","usa","tampa","3","6","1209","6378.52","Group Travelers","One Night Free Hotel with Flight"
"489953","40","222","9","182.22","F","Non_Married","Yes","usa","san antonio","7","13","5249.25","1654.39","Frequent Traveler","No Cancellation Fee"
"489992","29","176","10","131.90","M","Non_Married","No","usa","bakersfield","3","4","3005.15","2465.74","Group Travelers","One Night Free Hotel with Flight"
"490040","46","181","9","148.67","F","Married","No","usa","riverside","4","6","4721","3614.10","Group Travelers","One Night Free Hotel with Flight"
"490107","37","180","9","148.56","F","Non_Married","No","usa","philadelphia","6","12","2026.10","2055.91","Frequent Traveler","No Cancellation Fee"
"490133","50","204","9","168.33","F","Married","Yes","usa","lubbock","6","8","4086.20","2116.59","Frequent Traveler","No Cancellation Fee"
"490201","42","133","9","109.44","F","Non_Married","Yes","usa","columbus","3","4","1259.40","2045.29","Family Travelers","Exlcusive Discount"
"490348","38","118","9","99.33","F","Non_Married","No","usa","lincoln","2","4","526","1730.28","Regular Travelers","Free hotel Meal"
"490348","38","118","9","99.33","F","Non_Married","No","usa","lincoln","2","4","526","1730.28","Regular Travelers","Regular Traveler"
"490348","38","118","9","99.33","F","Non_Married","No","usa","lincoln","2","4","526","1730.28","Solo","Free hotel Meal"
"490348","38","118","9","99.33","F","Non_Married","No","usa","lincoln","2","4","526","1730.28","Solo","Regular Traveler"
"490358","28","156","10","116.20","F","Non_Married","Yes","usa","las vegas","2","4","585","3070.76","Family Travelers","Exlcusive Discount"
"490517","52","174","9","143.67","F","Married","Yes","usa","charlotte","4","8","650","856.25","Frequent Traveler","No Cancellation Fee"
"490576","57","95","9","78.89","M","Married","No","usa","san jose","3","5","612.4","3164.18","Couple Travelers","One Night Free Hotel with Flight"
"490608","35","188","10","140.60","F","Non_Married","No","usa","new york","3","6","407.00","1725.36","Group Travelers","One Night Free Hotel with Flight"
"490629","38","195","10","144.60","F","Non_Married","Yes","usa","new york","5","9","3239","1400.77","Frequent Traveler","No Cancellation Fee"
"490671","37","199","10","147.70","F","Non_Married","Yes","usa","indianapolis","5","9","2638.00","1116.27","Frequent Traveler","No Cancellation Fee"
"491003","39","172","9","143.11","F","Non_Married","Yes","usa","corpus christi","2","4","474","2502.49","Family Travelers","Exlcusive Discount"
"491124","55","167","9","138.00","M","Non_Married","No","usa","colorado springs","5","8","7666","1453.68","Frequent Traveler","No Cancellation Fee"
"491141","50","196","9","161.67","F","Non_Married","No","usa","omaha","6","11","4670","1545.82","Frequent Traveler","No Cancellation Fee"
"491175","56","186","11","125.91","F","Married","Yes","usa","houston","5","8","2229.0","2021.71","Frequent Traveler","No Cancellation Fee"
"491182","47","233","10","172.10","F","Non_Married","No","canada","montreal","6","11","1406","1587.60","Frequent Traveler","No Cancellation Fee"
"491241","51","125","10","91.60","F","Married","Yes","usa","new york","4","8","1813","2641.04","Frequent Traveler","No Cancellation Fee"
"491266","43","246","9","201.11","F","Married","No","usa","sacramento","4","8","1667","2985.67","Frequent Traveler","No Cancellation Fee"
"491559","48","160","9","131.22","F","Married","No","usa","san diego","3","6","583","2700.63","Couple Travelers","One Night Free Hotel with Flight"
"491597","46","209","9","172.11","F","Non_Married","No","usa","omaha","3","6","516","1111.87","Group Travelers","One Night Free Hotel with Flight"
"491617","54","124","10","91.90","F","Non_Married","No","canada","hamilton","5","8","4969","1896.29","Frequent Traveler","No Cancellation Fee"
"491706","44","141","9","115.44","M","Non_Married","No","usa","phoenix","3","6","1028","3324.67","Regular Travelers","Free hotel Meal"
"491706","44","141","9","115.44","M","Non_Married","No","usa","phoenix","3","6","1028","3324.67","Regular Travelers","Regular Traveler"
"491706","44","141","9","115.44","M","Non_Married","No","usa","phoenix","3","6","1028","3324.67","Solo","Free hotel Meal"
"491706","44","141","9","115.44","M","Non_Married","No","usa","phoenix","3","6","1028","3324.67","Solo","Regular Traveler"
"491772","55","120","10","89.10","F","Non_Married","No","canada","edmonton","5","8","1934.80","2645.95","Frequent Traveler","No Cancellation Fee"
"491925","53","168","9","139.89","M","Non_Married","No","usa","new york","6","10","3317.00","1601.15","Frequent Traveler","No Cancellation Fee"
"491930","42","140","9","116.33","F","Non_Married","No","usa","mobile","4","6","1383","1423.03","Group Travelers","One Night Free Hotel with Flight"
"492209","42","138","9","114.11","F","Married","No","canada","montreal","5","9","743.6","1285.68","Frequent Traveler","No Cancellation Fee"
"492211","22","167","9","139.00","M","Non_Married","No","usa","tucson","1","2","780","731.95","Regular Travelers","Free hotel Meal"
"492211","22","167","9","139.00","M","Non_Married","No","usa","tucson","1","2","780","731.95","Regular Travelers","Regular Traveler"
"492211","22","167","9","139.00","M","Non_Married","No","usa","tucson","1","2","780","731.95","Solo","Free hotel Meal"
"492211","22","167","9","139.00","M","Non_Married","No","usa","tucson","1","2","780","731.95","Solo","Regular Traveler"
"492287","38","122","10","89.90","F","Non_Married","No","usa","los angeles","3","6","3302.55","2548.39","Group Travelers","One Night Free Hotel with Flight"
"492371","43","165","9","136.89","M","Married","No","usa","dallas","3","6","1209","1568.93","Group Travelers","One Night Free Hotel with Flight"
"492497","41","396","10","867.50","F","Married","No","usa","boston","2","4","214","7684.71","Group Travelers","One Night Free Hotel with Flight"
"492614","19","97","10","73.70","F","Non_Married","No","usa","las vegas","1","2","111","3732.33","Business Traveler","Free Checking Bag"
"492999","31","100","9","83.89","F","Non_Married","No","usa","los angeles","2","4","281","2622.76","Business Traveler","Free Checking Bag"
"493177","47","136","9","112.11","F","Married","No","usa","chicago","5","10","4766.90","1133.58","Frequent Traveler","No Cancellation Fee"
"493409","29","189","9","157.44","M","Non_Married","No","usa","nashville","5","7","3743","1533.38","Group Travelers","One Night Free Hotel with Flight"
"493476","42","109","9","91.22","F","Non_Married","Yes","usa","detroit","2","4","471","1168.24","Family Travelers","Exlcusive Discount"
"493718","54","187","10","138.80","F","Married","Yes","usa","san antonio","5","8","6594.45","2193.05","Frequent Traveler","No Cancellation Fee"
"494294","40","153","9","127.00","F","Married","No","usa","miami","4","8","1713.0","2966.87","Frequent Traveler","No Cancellation Fee"
"494374","48","125","9","104.00","F","Non_Married","No","canada","halifax","2","4","345","1976.84","Business Traveler","Free Checking Bag"
"494382","40","183","9","150.89","F","Non_Married","Yes","canada","ottawa","5","8","2707","946.04","Frequent Traveler","No Cancellation Fee"
"494463","36","117","9","96.00","F","Non_Married","Yes","usa","washington","5","10","501","1096.23","Frequent Traveler","No Cancellation Fee"
"494484","18","186","10","138.50","F","Non_Married","No","usa","amarillo","3","2","5388.60","2607.51","Group Travelers","One Night Free Hotel with Flight"
"494590","28","142","9","118.11","F","Non_Married","No","usa","houston","5","7","6949.6","1818.23","Group Travelers","One Night Free Hotel with Flight"
"494680","28","165","9","136.00","F","Non_Married","No","usa","dallas","4","6","1556.6","2195.25","Regular Travelers","Free hotel Meal"
"494680","28","165","9","136.00","F","Non_Married","No","usa","dallas","4","6","1556.6","2195.25","Regular Travelers","Regular Traveler"
"494680","28","165","9","136.00","F","Non_Married","No","usa","dallas","4","6","1556.6","2195.25","Solo","Free hotel Meal"
"494680","28","165","9","136.00","F","Non_Married","No","usa","dallas","4","6","1556.6","2195.25","Solo","Regular Traveler"
